EthnologueLanguageID,EthnologueCountryID,EthnologueLangStatusID,Name
tze,MX,L,"Tzotzil, Chenalhó"
tzh,MX,L,"Tzeltal, Oxchuc"
tzj,GT,L,"Tz'utujil, Eastern"
tzm,MA,L,"Tamazight, Central Atlas"
tzn,ID,L,Tugun
tzo,MX,L,"Tzotzil, Venustiano Carranza"
tzs,MX,L,"Tzotzil, San Andrés Larrainzar"
tzt,GT,L,"Tz'utujil, Western"
tzu,MX,L,"Tzotzil, Huixtán"
tzx,PG,L,Tabriak
tzz,MX,L,"Tzotzil, Zinacantán"
uam,BR,E,Uamué
uan,LA,L,Kuan
uar,PG,L,Tairuma
uba,NG,L,Ubang
ubi,TD,L,Ubi
ubm,MY,L,"Kenyah, Upper Baram"
ubr,PG,L,Ubir
ubu,PG,L,Umbu-Ungu
uby,TR,E,Ubykh
uda,NG,L,Uda
ude,RU,N,Udihe
udi,AZ,L,Udi
udj,ID,L,Ujir
udl,CM,L,Wuzlam
udm,RU,L,Udmurt
udu,ET,L,Uduk
ues,ID,L,Kioko
ufi,PG,L,Ufim
ugb,AU,N,Kuku-Ugbanh
uge,SB,L,Ughele
ugn,UG,L,Ugandan Sign Language
ugo,TH,L,Ugong
ugy,UY,L,Uruguayan Sign Language
uha,NG,L,Uhami
uhn,ID,L,Damal
uig,CN,L,Uyghur
uis,PG,L,Uisai
uiv,CM,L,Iyive
uji,NG,L,Tanjijili
uka,ID,L,Kaburi
ukg,PG,L,Ukuriguma
ukh,CF,L,Ukhwejo
ukl,UA,L,Ukrainian Sign Language
ukp,NG,L,Ukpe-Bayobiri
ukq,NG,L,Ukwa
ukr,UA,L,Ukrainian
uks,BR,L,Urubú-Kaapor Sign Language
uku,NG,L,Ukue
ukw,NG,L,Ukwuani-Aboh-Ndoni
ula,NG,L,Fungwa
ulb,NG,L,Ulukwumi
ulc,RU,L,Ulch
ulf,ID,L,Usku
uli,FM,L,Ulithian
ulk,AU,L,Meriam
ull,IN,L,Ullatan
ulm,ID,L,Ulumanda'
uln,PG,N,Unserdeutsch
uma,US,L,Umatilla
umb,AO,L,Umbundu
umd,AU,N,Umbindhamu
umg,AU,N,Umbuygamu
umi,MY,L,Ukit
umm,NG,L,Umon
umo,BR,E,Umotína
ump,AU,L,Umpila
umr,AU,N,Umbugarla
ums,ID,L,Pendau
umu,CA,N,Munsee
una,PG,L,"Watut, North"
une,NG,L,Uneme
ung,AU,L,Ngarinyin
unk,BR,L,Enawené-Nawé
unm,US,E,Unami
unp,AU,N,Worora
unz,ID,L,"Kaili, Unde"
uok,NG,L,Uokha
upi,PG,L,Umeda
upv,VU,L,Uripiv-Wala-Rano-Atchin
ura,PE,L,Urarina
urb,BR,L,Urubú-Kaapor
urc,AU,N,Urningangg
urd,PK,L,Urdu
ure,BO,N,Uru
urf,AU,N,Uradhi
urg,PG,L,Urigina
urh,NG,L,Urhobo
uri,PG,L,Urim
urk,TH,L,Urak Lawoi'
url,IN,L,Urali
urm,PG,L,Urapmin
urn,ID,L,Uruangnirin
uro,PG,L,Ura
urp,BR,L,Uru-Pa-In
urr,VU,L,Lehalurup
urt,PG,L,Urat
uru,BR,E,Urumi
urv,PG,E,Uruava
urw,PG,L,Sop
urx,PG,L,Urimo
ury,ID,L,Orya
urz,BR,L,Uru-Eu-Wau-Wau
usa,PG,L,Usarufa
ush,PK,L,Ushojo
usi,BD,L,Usui
usk,CM,L,Usaghade
usp,GT,L,Uspanteko
usu,PG,L,Uya
uta,NG,L,Otank
ute,US,L,Ute-Southern Paiute
utp,SB,L,Amba
utr,NG,L,Etulo
utu,PG,L,Utu
uum,GE,L,Urum
uun,TW,N,Kulon-Pazeh
uur,VU,N,Ura
uuu,CN,L,U
uve,NC,L,"Uvean, West"
uvh,PG,L,Uri
uvl,PG,L,Lote
uwa,AU,L,Kuku-Uwanh
uya,NG,L,Doko-Uyanga
uzb,UZ,L,Uzbek
uzn,UZ,L,"Uzbek, Northern"
uzs,AF,L,"Uzbek, Southern"
vaa,IN,L,Vaagri Booli
vae,CF,L,Vale
vaf,IR,L,Vafsi
vag,GH,L,Vagla
vah,IN,L,Varhadi-Nagpuri
vai,LR,L,Vai
vaj,NA,L,Vasekela Bushman
val,PG,L,Vehes
vam,PG,L,Vanimo
van,PG,L,Valman
vao,VU,L,Vao
vap,IN,L,Vaiphei
var,MX,L,Huarijio
vas,IN,L,Vasavi
vau,CD,L,Vanuma
vav,IN,L,Varli
vay,NP,L,Wayu
vbb,ID,L,"Babar, Southeast"
vec,IT,L,Venetian
ved,LK,L,Veddah
vel,NL,L,Veluws
vem,NG,L,Vemgo-Mabas
ven,ZA,L,Venda
veo,US,E,Ventureño
vep,RU,L,Veps
ver,NG,L,Mom Jango
vgr,PK,L,Vaghri
vic,VI,L,Virgin Islands Creole English
vid,TZ,L,Vidunda
vie,VN,L,Vietnamese
vif,CG,L,Vili
vig,BF,L,Viemo
vil,AR,N,Vilela
vin,TZ,L,Vinza
vis,IN,L,Vishavan
vit,NG,L,Viti
viv,PG,L,Iduna
vka,AU,E,Kariyarra
vki,NG,L,Ija-Zuba
vkj,TD,L,Kujarge
vkk,ID,L,Kaur
vkl,ID,L,Kulisusu
vkm,BR,E,Kamakan
vko,ID,L,Kodeoha
vkp,IN,L,Korlai Creole Portuguese
vkt,ID,L,"Malay, Tenggarong Kutai"
vku,AU,N,Kurrama
vky,ID,L,Kayu Agung
vlp,VU,L,Valpei
vlr,VU,L,Vatrata
vls,BE,L,Vlaams
vma,AU,N,Martuyhunira
vmb,AU,N,Mbabaram
vmc,MX,L,"Mixtec, Juxtlahuaca"
vmd,IN,L,"Koraga, Mudu"
vme,ID,L,"Masela, East"
vmf,DE,L,Mainfränkisch
vmg,PG,L,Minigir
vmh,IR,L,Maraghei
vmi,AU,N,Miwa
vmj,MX,L,"Mixtec, Ixtayutla"
vmk,MZ,L,Makhuwa-Shirima
vml,AU,E,Malgana
vmm,MX,L,"Mixtec, Mitlatongo"
vmo,ID,L,Muko-Muko
vmp,MX,L,"Mazatec, Soyaltepec"
vmq,MX,L,"Mixtec, Soyaltepec"
vmr,MZ,L,Marenje
vms,ID,E,Moksela
vmu,AU,N,Muluridyi
vmv,US,E,"Maidu, Valley"
vmw,MZ,L,Makhuwa
vmx,MX,L,"Mixtec, Tamazola"
vmy,MX,L,"Mazatec, Ayautla"
vmz,MX,L,"Mazatec, Mazatlán"
vnk,SB,E,Vano
vnm,VU,L,Vinmavis
vnp,VU,L,Vunapu
vor,NG,L,Voro
vot,RU,N,Vod
vrs,SB,L,Varisi
vrt,VU,L,Burmbar
vsi,MD,L,Moldova Sign Language
vsl,VE,L,Venezuelan Sign Language
vum,GA,L,Vumbu
vun,TZ,L,Vunjo
vut,CM,L,Vute
waa,US,L,Walla Walla
wab,PG,L,Wab
wac,US,N,Wasco-Wishram
wad,ID,L,Wandamen
wae,CH,L,Walser
waf,BR,E,Wakoná
wag,PG,L,Wa'ema
wah,ID,L,Watubela
wai,ID,L,Wares
waj,PG,L,Waffa
wal,ET,L,Wolaytta
wam,US,E,Wampanoag
wan,CI,L,Wan
wao,US,E,Wappo
wap,GY,L,Wapishana
waq,AU,N,Wageman
war,PH,L,Waray-Waray
was,US,N,Washo
wat,PG,L,Kaninuwa
wau,BR,L,Waurá
wav,NG,L,Waka
waw,BR,L,Waiwai
wax,PG,L,Watam
way,SR,L,Wayana
waz,PG,L,Wampur
wba,VE,L,Warao
wbb,ID,L,Wabo
wbe,ID,L,Waritai
wbf,BF,L,Wara
wbh,TZ,L,Wanda
wbi,TZ,L,Wanji
wbj,TZ,L,Alagwa
wbk,AF,L,Waigali
wbl,PK,L,Wakhi
wbm,MM,L,Wa
wbp,AU,L,Warlpiri
wbq,IN,L,Waddar
wbr,IN,L,Wagdi
wbt,AU,N,Wanman
wbv,AU,N,Wajarri
wbw,ID,L,Woi
wca,BR,L,Yanomámi
wci,TG,L,"Gbe, Waci"
wdd,GA,L,Wandji
wdg,PG,L,Wadaginam
wdj,AU,N,Wadjiginy
wdu,AU,N,Wadjigu
wea,MM,L,Wewaw
wec,CI,L,Wè Western
wed,PG,L,Wedau
weh,CM,L,Weh
wei,PG,L,Were
wem,BJ,L,"Gbe, Weme"
weo,ID,L,"Wemale, North"
wep,DE,L,Westphalien
wer,PG,L,Weri
wes,CM,L,"Pidgin, Cameroon"
wet,ID,L,Perai
weu,MM,L,Welaung
wew,ID,L,Wejewa
wfg,ID,L,Yafi
wga,AU,N,Wagaya
wgg,AU,N,Wangganguru
wgi,PG,L,Wahgi
wgo,ID,L,Waigeo
wgw,PG,L,Wagawaga
wgy,AU,N,Warrgamay
wha,ID,L,Manusela
whg,PG,L,"Wahgi, North"
whk,ID,L,"Kenyah, Wahau"
whu,ID,L,"Kayan, Wahau"
wib,BF,L,"Toussian, Southern"
wic,US,N,Wichita
wie,AU,N,Wik-Epa
wif,AU,N,Wik-Keyangan
wig,AU,L,Wik-Ngathana
wih,AU,N,Wik-Me'anha
wii,PG,L,Wiaki
wij,AU,L,Wik-Iiyanh
wik,AU,L,Wikalkan
wil,AU,N,Wilawila
wim,AU,L,Wik-Mungkan
win,US,L,Ho-Chunk
wir,BR,E,Wiraféd
wit,US,N,Wintu
wiu,PG,L,Wiru
wiv,PG,L,Muduapa
wiw,AU,N,Wirangu
wiy,US,E,Wiyot
wja,NG,L,Waja
wji,NG,L,Warji
wka,TZ,E,Kw'adza
wkd,ID,L,Wakde
wkw,AU,N,Wakawaka
wla,PG,L,Walio
wlc,KM,L,"Comorian, Mwali"
wlg,AU,N,Kunbarlang
wli,ID,L,Waioli
wlk,US,E,Wailaki
wll,SD,L,Wali
wln,BE,L,Walloon
wlo,ID,L,Wolio
wlr,VU,L,Wailapa
wls,WF,L,Wallisian
wlu,AU,E,Wuliwuli
wlv,AR,L,Wichí Lhamtés Vejoz
wlw,ID,L,Walak
wlx,GH,L,Wali
wly,NP,E,Waling
wma,NG,E,Mawa
wmb,AU,N,Wambaya
wmc,PG,L,Wamas
wme,NP,L,Wambule
wmh,TL,L,Waima'a
wmi,AU,N,Wamin
wmm,ID,L,Maiwa
wmn,NC,E,Waamwang
wmo,PG,L,Wom
wms,ID,L,Wambon
wmt,AU,L,Walmajarri
wmw,MZ,L,Mwani
wnb,PG,L,Wanambre
wnc,PG,L,Wantoat
wnd,AU,E,Wandarang
wne,PK,L,Waneci
wng,ID,L,Wanggom
wni,KM,L,"Comorian, Ndzwani"
wnk,ID,L,Wanukaka
wnm,AU,N,Wanggamala
wno,ID,L,Wano
wnp,PG,L,Wanap
wnu,PG,L,Usan
woa,AU,N,Tyaraity
wob,CI,L,Wè Northern
woc,PG,L,Wogeo
wod,ID,L,Wolani
woe,FM,L,Woleaian
wof,GM,L,"Wolof, Gambian"
wog,PG,L,Wogamusin
woi,ID,L,Kamang
wok,CM,L,Longto
wol,SN,L,Wolof
wom,NG,L,Wom
won,CD,L,Wongo
woo,ID,L,Manombai
wor,ID,N,Woria
wos,PG,L,Hanga Hundi
wow,ID,L,Wawonii
woy,ET,E,Weyto
wpc,VE,L,Maco
wra,PG,L,Warapu
wrb,AU,N,Warluwara
wrd,AF,L,Warduji
wre,TZ,L,Ware
wrg,AU,N,Warungu
wrh,AU,N,Wiradhuri
wri,AU,E,Wariyangga
wrl,AU,N,Warlmanpa
wrm,AU,L,Warumungu
wrn,SD,L,Warnang
wrp,ID,L,Waropen
wrr,AU,N,Wardaman
wrs,PG,L,Waris
wru,ID,L,Waru
wrv,PG,L,Waruna
wrw,AU,E,Gugu Warra
wrx,ID,L,Wae Rana
wry,IN,L,Merwari
wrz,AU,N,Waray
wsa,ID,L,Warembori
wsi,VU,L,Wusi
wsk,PG,L,Waskia
wsr,PG,L,Owenia
wss,GH,L,Wasa
wsu,BR,E,Wasu
wsv,AF,L,Wotapuri-Katarqalai
wtf,PG,L,Dumpu
wti,ET,L,Berta
wtk,PG,L,Watakataui
wtm,IN,L,Mewati
wtw,ID,L,Wotu
wua,AU,N,Wikngenchera
wub,AU,N,Wunambal
wud,TG,L,Wudu
wuh,CN,L,Wutunhua
wul,ID,L,Silimo
wum,GA,L,Wumbvu
wun,TZ,L,Bungu
wur,AU,E,Wurrugu
wut,PG,L,Wutung
wuu,CN,L,"Chinese, Wu"
wuv,PG,L,Wuvulu-Aua
wux,AU,N,Wulna
wuy,ID,L,Wauyai
wwa,BJ,L,Waama
wwo,VU,L,Wetamut
wwr,AU,N,Warrwa
www,CM,L,Wawa
wxa,CN,L,Waxianghua
wya,US,E,Wyandot
wyb,AU,N,Wangaaybuwan-Ngiyambaa
wym,PL,L,Wymysorys
wyr,BR,L,Wayoró
wyy,FJ,L,"Fijian, Western"
xac,IN,L,Kachari
xah,ID,L,Kahayan
xai,BR,E,Kaimbé
xal,RU,L,Kalmyk-Oirat
xam,ZA,E,|Xam
xan,ET,L,Xamtanga
xao,VN,L,Khao
xar,PG,E,Karami
xas,RU,E,Kamas
xat,BR,N,Katawixi
xau,ID,L,Kauwera
xav,BR,L,Xavánte
xaw,US,N,Kawaiisu
xay,ID,L,Kayan Mahakam
xba,BR,E,Kamba
xbi,PG,L,Kombio
xbr,ID,L,Kambera
xbw,BR,E,Kambiwá
xbx,BR,L,Kabixí
xdy,ID,L,Malayic Dayak
xed,CM,L,Hdi
xeg,ZA,E,||Xegwi
xel,SD,L,Kelo
xem,ID,L,Kembayan
xer,BR,L,Xerénte
xes,PG,L,Kesawai
xet,BR,N,Xetá
xeu,PG,L,Keuru
xhe,PK,L,Khetrani
xho,ZA,L,Xhosa
xhv,VN,L,Khua
xia,CN,L,Xiandao
xii,ZA,N,Xiri
xin,GT,E,Xinca
xip,BR,E,Xipináwa
xir,BR,L,Xiriâna
xiy,BR,N,Xipaya
xka,PK,L,Kalkoti
xkb,BJ,L,"Ede Nago, Manigri-Kambolé"
xkc,IR,L,Kho'ini
xkd,ID,L,"Kayan, Mendalam"
xke,ID,L,Kereho-Uheng
xkf,BT,L,Khengkha
xkg,ML,L,Kagoro
xkh,BR,N,Karahawyana
xki,KE,L,Kenyan Sign Language
xkj,IR,L,Kajali
xkk,KH,L,Kaco'
xkl,ID,L,"Kenyah, Kelinyau"
xkm,ID,L,"Kenyah, Mahakam"
xkn,ID,L,"Kayan, Kayan River"
xko,LA,L,Kiorr
xkp,IR,L,Kabatei
xkq,ID,L,Koroni
xkr,BR,E,Xakriabá
xks,ID,L,Kumbewaha
xkt,GH,L,Kantosi
xku,CG,L,Kaamba
xkv,BW,L,Kgalagadi
xkw,ID,N,Kembra
xkx,PG,L,Karore
xky,MY,L,"Kenyah, Western"
xkz,BT,L,Kurtokha
xla,PG,L,Kamula
xma,SO,L,Mushungulu
xmb,CM,L,Mbonga
xmc,MZ,L,Makhuwa-Marrevone
xmd,CM,L,Mbedam
xmf,GE,L,Mingrelian
xmg,CM,L,Mengaka
xmh,AU,L,Kuku-Muminh
xmi,BR,L,Miarrã
xmj,CM,L,Majera
xml,MY,L,Malaysian Sign Language
xmm,ID,L,"Malay, Manado"
xmo,BR,L,Morerebi
xmp,AU,N,Kuku-Mu'inh
xmq,AU,N,Kuku-Mangk
xms,MA,L,Moroccan Sign Language
xmt,ID,L,Matbat
xmu,AU,N,Kamu
xmv,MG,L,"Malagasy, Antankarana"
xmw,MG,L,"Malagasy, Tsimihety"
xmx,ID,L,Maden
xmy,AU,N,Mayaguduna
xmz,ID,L,Mori Bawah
xnb,TW,N,Kanakanabu
xnh,CN,L,Kuanhua
xnn,PH,L,"Kankanay, Northern"
xnr,IN,L,Kangri
xns,IN,L,Kanashi
xod,ID,L,Kokoda
xog,UG,L,Soga
xoi,PG,L,Kominimung
xok,BR,L,Xokleng
xom,SD,L,Komo
xon,GH,L,Konkomba
xoo,BR,E,Xukurú
xop,PG,L,Kopar
xor,BR,L,Korubo
xow,PG,L,Kowaki
xpe,LR,L,"Kpelle, Liberia"
xpn,BR,E,Kapinawá
xra,BR,L,Krahô
xrb,BF,L,"Karaboro, Eastern"
xre,BR,N,Kreye
xri,BR,L,Krikati-Timbira
xrw,PG,N,Karawa
xsb,PH,L,"Sambal, Tinà"
xse,ID,L,Sempan
xsh,NG,L,Shamang
xsi,PG,L,Sio
xsj,TZ,L,Subi
xsl,CA,L,"Slavey, South"
xsm,BF,L,Kasem
xsn,NG,L,Sanga
xsp,PG,L,Silopi
xsq,MZ,L,Makhuwa-Saka
xsr,NP,L,Sherpa
xst,ET,L,Silt'e
xsu,VE,L,Sanumá
xsy,TW,L,Saisiyat
xta,MX,L,"Mixtec, Alcozauca"
xtb,MX,L,"Mixtec, Chazumba"
xtc,SD,L,Katcha-Kadugli-Miri
xtd,MX,L,"Mixtec, Diuxi-Tilantongo"
xte,ID,L,Ketengban
xti,MX,L,"Mixtec, Sinicahua"
xtj,MX,L,"Mixtec, San Juan Teita"
xtl,MX,L,"Mixtec, Tijaltepec"
xtm,MX,L,"Mixtec, Magdalena Peñasco"
xtn,MX,L,"Mixtec, Northern Tlaxiaco"
xtp,MX,L,"Mixtec, San Miguel Piedras"
xts,MX,L,"Mixtec, Sindihui"
xtt,MX,L,"Mixtec, Tacahua"
xtu,MX,L,"Mixtec, Cuyamecalco"
xty,MX,L,"Mixtec, Yoloxochitl"
xua,IN,L,"Kurumba, Alu"
xub,IN,L,"Kurumba, Betta"
xuf,ET,L,Kunfal
xug,JP,L,Kunigami
xuj,IN,L,"Kurumba, Jennu"
xuo,TD,L,Kuo
xut,AU,N,Kuthant
xuu,NA,L,Kxoe
xvi,AF,L,Kamviri
xwe,BJ,L,"Gbe, Xwela"
xwg,ET,L,Kwegu
xwl,BJ,L,"Gbe, Western Xwla"
xwr,ID,L,Kwerba Mamberamo
xxk,ID,L,Ke'o
yaa,PE,L,Yaminahua
yab,BR,L,Yuhup
yac,ID,L,"Yali, Pass Valley"
yad,PE,L,Yagua
yae,VE,L,Pumé
yaf,CD,L,Yaka
yag,CL,N,Yámana
yah,TJ,L,Yazgulyam
yai,TJ,L,Yagnobi
yaj,CF,L,Banda-Yangere
yak,US,L,Yakima
yal,GN,L,Yalunka
yam,CM,L,Yamba
yao,MW,L,Yao
yap,FM,L,Yapese
yaq,MX,L,Yaqui
yar,VE,N,Yabarana
yas,CM,L,Nugunu
yat,CM,L,Yambeta
yau,VE,L,Yuwana
yav,CM,L,Yangben
yaw,BR,E,Yawalapití
yax,AO,L,Yauma
yay,NG,L,Agwagwune
yaz,NG,L,Lokaa
yba,NG,L,Yala
ybb,CM,L,Yemba
ybd,MM,L,Yangbye
ybe,CN,L,"Yugur, West"
ybh,NP,L,Yakha
ybi,NP,L,Yamphu
ybj,NG,L,Hasha
ybl,NG,L,Yukuben
ybm,PG,L,Yaben
ybn,BR,E,Yabaâna
ybo,PG,L,Yabong
ybx,PG,L,Yawiyo
yby,PG,L,Yaweyuha
ycl,CN,L,"Yi, Central"
ycn,CO,L,Yucuna
ydd,IL,L,"Yiddish, Eastern"
ydg,PK,L,Yidgha
ydk,PG,L,Yoidik
yds,IL,L,Yiddish Sign Language
yea,IN,L,Ravula
yec,DE,L,Yeniche
yee,PG,L,Yimas
yei,CM,E,Yeni
yej,IL,N,Yevanic
yel,CD,L,Yela
yen,NG,L,Yendang
yer,NG,L,Tarok
yes,NG,L,Yeskwa
yet,ID,L,Yetfa
yeu,IN,L,Yerukula
yev,PG,L,Yapunda
yey,BW,L,Yeyi
ygm,PG,L,Yagomi
ygr,PG,L,Yagaria
ygw,PG,L,Yagwoia
yhd,IL,L,"Arabic, Judeo-Iraqi"
yia,AU,N,Yinggarda
yib,US,S,Yinglish
yid,IL,L,Yiddish
yif,CN,L,"Yi, Ache"
yig,CN,L,"Yi, Guizhou"
yih,DE,L,"Yiddish, Western"
yii,AU,N,Yidiny
yij,AU,L,Yindjibarndi
yik,CN,L,"Yi, Xishan Lalu"
yil,AU,N,Yindjilandji
yim,IN,L,"Naga, Yimchungru"
yin,MM,L,Yinchia
yio,CN,L,"Yi, Dayao"
yip,CN,L,"Yi, Poluo"
yiq,CN,L,"Yi, Miqie"
yir,ID,L,"Awyu, North"
yis,PG,L,Yis
yit,CN,L,"Yi, Eastern Lalu"
yiu,CN,L,"Yi, Awu"
yiv,CN,L,"Yi, Eshan-Xinping"
yix,CN,L,"Yi, Axi"
yiy,AU,N,Yir Yoront
yiz,CN,L,"Yi, Azhe"
yka,PH,L,Yakan
ykg,RU,L,"Yukaghir, Northern"
yki,ID,L,Yoke
ykk,PG,L,Yakaikeke
ykm,PG,L,Yakamul
yko,CM,L,Yasa
ykr,PG,L,Yekora
yky,CF,L,Yakoma
yla,PG,L,Yaul
yle,PG,L,Yele
ylg,PG,L,Yelogu
yli,ID,L,"Yali, Angguruk"
yll,PG,L,Yil
ylm,CN,L,"Yi, Limi"
ylo,CN,L,"Yi, Naluo"
ylr,AU,E,Yalarnnga
ylu,PG,L,Aribwaung
yly,NC,L,Nyâlayu
yma,NP,L,Yamphe
ymb,PG,L,Yambes
yme,PE,E,Yameo
ymg,CD,L,Yamongeri
ymh,CN,L,"Yi, Mili"
ymj,CN,L,"Yi, Muji"
ymk,MZ,L,Makwe
yml,PG,L,Iamalele
ymm,SO,L,Maay
ymn,ID,L,Yamna
ymp,PG,L,Yamap
ynd,AU,N,Yandruwandha
yng,CD,L,Yango
ynh,GA,L,Yangho
ynk,RU,L,"Yupik, Naukan"
ynl,PG,L,Yangulam
ynn,US,E,Yana
yno,TH,L,Yong
yns,CD,L,Yansi
ynu,CO,E,Yahuna
yob,PG,E,Yoba
yog,PH,L,Yogad
yoi,JP,L,Yonaguni
yok,US,N,Yokuts
yom,CD,L,Yombe
yon,PG,L,Yonggom
yor,NG,L,Yoruba
yos,MM,L,Yos
yox,JP,L,Yoron
yoy,TH,L,Yoy
ypl,CN,L,"Yi, Pula"
ypw,CN,L,"Yi, Puwa"
yra,PG,L,Yerakai
yrb,PG,L,Yareba
yre,CI,L,Yaouré
yri,CO,L,Yarí
yrk,RU,L,Nenets
yrl,BR,L,Nhengatu
yrn,CN,L,Yerong
yrs,ID,L,Yarsun
yrw,PG,L,Yarawata
ysl,CS,L,Yugoslavian Sign Language
ysn,CN,L,"Yi, Sani"
yso,CN,L,"Yi, Southeastern Lolo"
ysp,CN,L,"Yi, Southern Lolopho"
ysr,RU,E,"Yupik, Sirenik"
yss,PG,L,Yessan-Mayo
yua,MX,L,"Maya, Yucatán"
yub,AU,E,Yugambal
yuc,US,N,Yuchi
yud,IL,L,"Arabic, Judeo-Tripolitanian"
yue,CN,L,"Chinese, Yue"
yuf,US,L,Havasupai-Walapai-Yavapai
yui,CO,L,Yurutí
yuj,PG,L,Karkar-Yuri
yuk,US,E,Yuki
yul,CF,L,Yulu
yum,US,L,Quechan
yun,NG,L,Bena
yup,CO,L,Yukpa
yuq,BO,L,Yuqui
yur,US,N,Yurok
yus,MX,L,"Maya, Chan Santa Cruz"
yut,PG,L,Yopno
yuu,RU,N,Yugh
yuw,PG,L,Yau
yux,RU,L,"Yukaghir, Southern"
yuy,CN,L,"Yugur, East"
yuz,BO,L,Yuracare
yva,ID,L,Yawa
yvt,VE,E,Yavitero
ywa,PG,L,Kalou
ywl,CN,L,"Yi, Western Lalu"
ywm,CN,L,"Yi, Wumeng"
ywn,BR,L,Yawanawa
ywq,CN,L,"Yi, Wuding-Luquan"
ywr,AU,N,Yawuru
ywt,CN,L,"Yi, Western"
ywu,CN,L,"Yi, Wusa"
yww,AU,N,Yawarawarga
yym,CN,L,"Yi, Yuanjiang-Mojiang"
yyu,PG,L,Yau
zaa,MX,L,"Zapotec, Sierra de Juárez"
zab,MX,L,"Zapotec, San Juan Guelavía"
zac,MX,L,"Zapotec, Ocotlán"
zad,MX,L,"Zapotec, Cajonos"
zae,MX,L,"Zapotec, Yareni"
zaf,MX,L,"Zapotec, Ayoquesco"
zag,SD,L,Zaghawa
zah,NG,L,Zangwal
zai,MX,L,"Zapotec, Isthmus"
zaj,TZ,L,Zaramo
zak,TZ,L,Zanaki
zal,CN,L,Zauzou
zam,MX,L,"Zapotec, Miahuatlán"
zao,MX,L,"Zapotec, Ozolotepec"
zap,MX,L,Zapotec
zaq,MX,L,"Zapotec, Aloápam"
zar,MX,L,"Zapotec, Rincón"
zas,MX,L,"Zapotec, Santo Domingo Albarradas"
zat,MX,L,"Zapotec, Tabaa"
zau,IN,L,Zangskari
zav,MX,L,"Zapotec, Yatzachi"
zaw,MX,L,"Zapotec, Mitla"
zax,MX,L,"Zapotec, Xadani"
zay,ET,L,Zayse-Zergulla
zaz,NG,L,Zari
zca,MX,L,"Zapotec, Coatecas Altas"
zch,CN,L,"Zhuang, Central Hongshuihe"
zdj,KM,L,"Comorian, Ngazidja"
zea,NL,L,Zeeuws
zeg,PG,L,Zenag
zeh,CN,L,"Zhuang, Eastern Hongshuihe"
zen,MR,L,Zenaga
zga,TZ,L,Kinga
zgb,CN,L,"Zhuang, Guibei"
zgm,CN,L,"Zhuang, Minz"
zgn,CN,L,"Zhuang, Guibian"
zgr,PG,N,Magori
zha,CN,L,Zhuang
zhb,CN,L,Zhaba
zhd,CN,L,"Zhuang, Dai"
zhi,NG,L,Zhire
zhn,CN,L,"Zhuang, Nong"
zho,CN,L,Chinese
zhw,CM,L,Zhoa
zia,PG,L,Zia
zib,ZW,L,Zimbabwe Sign Language
zik,PG,L,Zimakani
zim,TD,L,Mesme
zin,TZ,L,Zinza
zir,NG,N,Ziriya
ziw,TZ,L,Zigula
ziz,CM,L,Zizilivakan
zka,ID,L,Kaimbulawa
zkp,BR,E,"Kaingáng, São Paulo"
zkr,IN,L,Zakhring
zlj,CN,L,"Zhuang, Liujiang"
zln,CN,L,"Zhuang, Lianshan"
zlq,CN,L,"Zhuang, Liuqian"
zma,AU,N,Manda
zmb,CD,L,Zimba
zmc,AU,N,Margany
zmd,AU,N,Maridan
zme,AU,N,Mangerr
zmf,CD,L,Mfinu
zmg,AU,N,Marti Ke
zmh,PG,N,Makolkol
zmi,MY,L,Negeri Sembilan Malay
zmj,AU,N,Maridjabin
zmk,AU,N,Mandandanyi
zml,AU,N,Madngele
zmm,AU,N,Marimanindji
zmn,GA,L,Mbangwe
zmo,SD,L,Molo
zmp,CD,L,Mpuono
zmq,CD,L,Mituku
zmr,AU,N,Maranunggu
zms,CD,L,Mbesa
zmt,AU,N,Maringarr
zmu,AU,N,Muruwari
zmv,AU,N,Mbariman-Gudhinma
zmw,CD,L,Mbo
zmx,CG,L,Bomitaba
zmy,AU,N,Mariyedi
zmz,CD,L,Mbandja
zna,TD,L,Zan Gula
zne,CD,L,Zande
zng,VN,L,Mang
znk,AU,E,Manangkari
zns,NG,L,Mangas
zoc,MX,L,"Zoque, Copainalá"
zoh,MX,L,"Zoque, Chimalapa"
zom,MM,L,Zome
zoo,MX,N,"Zapotec, Asunción Mixtepec"
zoq,MX,N,"Zoque, Tabasco"
zor,MX,L,"Zoque, Rayón"
zos,MX,L,"Zoque, Francisco León"
zpa,MX,L,"Zapotec, Lachiguiri"
zpb,MX,L,"Zapotec, Yautepec"
zpc,MX,L,"Zapotec, Choapan"
zpd,MX,L,"Zapotec, Southeastern Ixtlán"
zpe,MX,L,"Zapotec, Petapa"
zpf,MX,L,"Zapotec, San Pedro Quiatoni"
zpg,MX,L,"Zapotec, Guevea de Humboldt"
zph,MX,L,"Zapotec, Totomachapan"
zpi,MX,L,"Zapotec, Santa María Quiegolani"
zpj,MX,L,"Zapotec, Quiavicuzas"
zpk,MX,L,"Zapotec, Tlacolulita"
zpl,MX,L,"Zapotec, Lachixío"
zpm,MX,L,"Zapotec, Mixtepec"
zpn,MX,L,"Zapotec, Santa Inés Yatzechi"
zpo,MX,L,"Zapotec, Amatlán"
zpp,MX,L,"Zapotec, El Alto"
